I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
4345		1965	3	28	16	33	    	61	 7.3						 7.3		CHILE		CHILE:  CENTRAL	 -32.400	  -71.200	160	     400	3					     125.000	4																
4347	Tsu	1965	3	30	2	27	  3.4	20	 7.6	 7.6	 7.4						USA	AK	ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS	  50.320	  177.930	150																								
4349		1965	3	31	9	47	    	78	 7.1						 7.1	10	GREECE		GREECE	  38.600	   22.400	130	       6	1						2																
6413	Tsu	1965	6	11	3	34	  2.0		 7.2		 7.2	 6.6					RUSSIA		RUSSIA:  KURIL ISLANDS	  44.700	  148.700	50																								
6416	Tsu	1965	8	11	22	31	 45.9	13	 7.6	 7.6	 7.3						VANUATU		VANUATU ISLANDS	 -15.800	  167.200	170								2				2								2				2
6595	Tsu	1965	8	13	12	40	 32.0	33	 7.3		 7.3	 6.8					VANUATU		VANUATU ISLANDS	 -15.900	  166.800	170																				1		1		
4356	Tsu	1965	8	23	19	46	  2.9	28	 7.8		 7.8	 6.6					MEXICO		MEXICO:  ME\XICO CITY, OAXACA	  16.300	  -95.800	150	       6	1						1				1	       6	1						1				1
4359		1966	3	7	21	29	 17.0	8	 7.4		 7.4	 6.4				9	CHINA		CHINA:  HEBEI PROVINCE	  37.350	  114.920	30		3						4		4				3						4		4		
4360	Tsu	1966	3	12	16	31	 21.8	48	 8.0		 8.0	 6.1					TAIWAN		TAIWAN	  24.100	  122.600	30	       7	1			        10	1		2		2			       7	1			10	1		2		2		
4362		1966	3	20	1	42	 49.9	36	 7.0		 7.0						UGANDA		UGANDA:  KICHWAMBA, BONDIBOGYO	    .600	   30.200	10	     140	3				3	       1.500	2					     140	3				3	       1.500	2				
4364		1966	3	22	8	19	 27.0	15	 7.6		 7.6	 6.5				10	CHINA		CHINA:  HEBEI PROVINCE	  37.500	  115.100	30		3						4		4				3						4		4		
4368	Tsu	1966	6	15	0	59	 42.7	31	 7.1	 7.1	 7.7	 7.4					SOLOMON ISLANDS		SOLOMON ISLANDS:  GUADALCANAL	 -10.343	  160.883	170																								
4381	Tsu	1966	10	17	21	41	 56.0	38	 8.1	 8.1	 7.5					9	PERU		PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS	 -10.748	  -78.638	160	     110	3			      3000	4	      35.000	4					     110	3			3000	4	      35.000	4				
4383	Tsu	1966	12	28	8	18	  7.4	47	 7.8		 7.8					8	CHILE		CHILE:  TALTAL, CATALINA	 -25.500	  -70.700	160	       3	1			         6	1	        .400	1		3			       3	1			6	1	        .400	1		3		
4386	Tsu	1966	12	31	18	23	 11.1	83	 7.8	 7.8	 7.5	 7.3					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -11.893	  166.445	170																								
7445	Tsu	1966	12	31	22	15	 16.6	23	 7.2	 7.2	 7.1						SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -12.334	  166.684	170																								
4388		1967	1	5	0	14	    	35	 7.5						 7.5	10	MONGOLIA		MONGOLIA	  48.100	  102.800	40								1																
6596	Tsu	1967	3	19	4	1	 38.5	38	 7.0		 7.0					8	RUSSIA		RUSSIA:  KURIL ISLANDS	  45.530	  151.110	50																								
4403		1967	7	22	16	57	    	4	 7.3						 7.3	10	TURKEY		TURKEY:  MUDURNU, ADAPAZARI	  40.700	   30.800	140	      86	2					       3.000	2																
6420	Tsu	1967	9	3	21	7	 30.8	40	 7.0		 7.0						PERU		PERU:  OFF COAST	 -10.600	  -79.800	160																								
4416		1967	10	25	0	59	 22.6	65	 7.0		 7.0	 6.5					TAIWAN		TAIWAN:  HUALIEN	  24.500	  122.200	30	       2	1						2	23	1			       2	1						2	23	1		
6630	Tsu	1967	12	21	2	25	 23.0	33	 7.5		 7.5						CHILE		CHILE:  NORTHERN	 -21.700	  -69.500	160	       1	1				3		2		2			       1	1				3		2		2		
6422	Tsu	1968	1	29	10	19	  7.2	40	 7.3	 7.3	 7.3						RUSSIA		RUSSIA:  S. KURIL ISLANDS	  43.586	  146.701	50																								
4427		1968	2	12	5	44	    	74	 7.8						 7.8	8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	  -5.500	  153.200	170								1																
4428	Tsu	1968	2	19	22	45	 45.7	15	 7.2	 7.2	 7.5	 7.1				10	GREECE		GREECE:  AEGEAN SEA:  ST EUSTRATIOS	  39.368	   24.957	130	      20	1			        18	1	        .600	1	500	3	1951	4	      20	1			18	1	        .600	1	500	3	1951	4
4431		1968	2	28			    		 7.6						 7.6		AZORES (PORTUGAL)		AZORES	  37.700	  -29.400	130																								
4432	Tsu	1968	4	1	0	42	  4.2	30	 7.5		 7.5					7	JAPAN		JAPAN:  KYUSHU, SHIKOKU	  32.300	  132.500	30	       1	1			        22	1		2		2			       1	1			22	1		2		2		
4438	Tsu	1968	5	16	0	48	 55.4	7	 8.2	 8.2					 7.9	6	JAPAN		JAPAN:  OFF EAST COAST OF HONSHU ISLAND	  40.800	  143.200	30	      52	2			       330	3		3	689	3			      52	2			330	3	     131.000	4	1218	4		
4439	Tsu	1968	5	16	10	39	  1.6	33	 7.5						 7.5		JAPAN		JAPAN:  OFF COAST OF HONSHU ISLAND	  41.500	  142.700	30																								
4440		1968	5	23	17	24	    	21	 7.1						 7.1		NEW ZEALAND		NEW ZEALAND:  SOUTH ISLAND:  NW COAST	 -41.700	  172.000	170	       3	1					       3.000	2																
4441		1968	5	28	13	27	 18.7	65	 7.7		 7.7	 6.1					INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -2.900	  139.300	170																								
4443	Tsu	1968	6	12	13	41	 50.7	44	 7.2		 7.2	 6.0					JAPAN		JAPAN:  SANRIKU	  39.400	  143.100	30																								
4445		1968	6	19	8	14	    	33	 7.0						 7.0		PERU		PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS	  -5.600	  -77.200	160	      15	1					        .100	1																
4447	Tsu	1968	7	25	7	23	  7.8	60	 7.3		 7.3						KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS:  S OF, RAOUL	 -30.800	 -178.400	170								1																
4448	Tsu	1968	8	1	20	19	 21.9	36	 7.3		 7.3						PHILIPPINES		PHILIPPINES:  LUZON:  MANILA	  16.500	  122.200	170	     270	3			       261	3	       8.000	3		1		3	     270	3			261	3	       8.000	3		1		3
4451		1968	8	2	14	6	    	36	 7.5						 7.5	7	MEXICO		MEXICO:  OAXACA, GUERRERO	  16.500	  -97.800	150	      18	1					       2.400	2																
4452	Tsu	1968	8	10	2	7	  4.3	25	 7.6		 7.6						INDONESIA		INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES	   1.400	  126.200	170								1												1				
4454	Tsu	1968	8	14	22	14	 19.4	23	 7.4						 7.4	8	INDONESIA		INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA	    .200	  119.800	170													     200	3			58	2		3	800	3		
4456		1968	8	31	10	47	 37.4	13	 7.3		 7.3					10	IRAN		IRAN:  DASHT-E-BAYAZ	  34.000	   59.000	140	   10488	4			     17000	4	      35.000	4	12000	4			   10488	4			17000	4	      35.000	4	12000	4		
4466		1968	10	7	19	20	 20.3	516	 7.5		 7.5	 6.8					JAPAN		JAPAN:  BONIN ISLANDS	  26.300	  140.600	30																								
4469		1968	10	23	21	4	    	21	 7.5						 7.5		PAPUA NEW GUINEA		PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA	  -3.400	  143.300	170								2																
4472		1969	1	5	13	26	    	47	 7.5						 7.5		SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA ISABEL ISLAND	  -7.900	  158.900	170								1																
4473		1969	1	19	7	2	  4.4	204	 7.6		 7.6						JAPAN		JAPAN:  HOKKAIDO	  45.000	  143.200	30																								
4474		1969	1	30	10	29	 40.4	70	 7.5		 7.5	 5.9					INDONESIA		INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN	   4.800	  127.400	170																								
4476	Tsu	1969	2	23	0	36	 56.6	13	 7.4		 7.4						INDONESIA		INDONESIA:  SULAWESI:  PARASANGA, PALETOANG	  -3.100	  118.900	170	      64	2			        97	2		3	1287	4			     664	3			97	2		3	1287	4		
4477	Tsu	1969	2	28	2	40	 32.5	22	 7.8	 7.8	 7.3					7	PORTUGAL		PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS	  36.017	  -10.950	130	      13	1			        80	2		2					     113	1			80	2		2				
4486	Tsu	1969	3	31	7	15	 54.4	33	 7.0		 7.0						EGYPT		EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)	  27.700	   34.000	15	       2	1			        16	1		3	107	3			       2	1			16	1		3	107	3		
4489		1969	7	18	5	24	 50.0	6	 7.4		 7.4						CHINA		CHINA:  BOHAI SEA	  38.200	  119.400	30								4		4										4		4		
4494	Tsu	1969	8	11	21	26	 36.0	30	 8.2	 8.2	 7.8				 8.2	9	RUSSIA		RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE	  43.600	  147.900	50								2												2				
4508		1969	11	21	2	5	 35.0	20	 7.7		 7.7						INDONESIA		INDONESIA:  OFF NW COAST SUMATERA	   2.100	   94.600	170																								
4509	Tsu	1969	11	22	23	9	 37.0	51	 7.3		 7.3				 7.7	10	RUSSIA		RUSSIA:  OFF KAMCHATKA	  57.700	  163.600	50								1												1				
4511	Tsu	1969	12	25	21	32	 27.3	7	 7.2		 7.2					6	GUADELOUPE		GUADELOUPE: GRAND BOURG	  15.800	  -59.700	90								1																
4513		1970	1	4	17	0	 40.2	31	 7.8		 7.8					10	CHINA		CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI	  24.100	  102.500	30	   10000	4						3		3		3	   10000	4						3		3		
4514	Tsu	1970	1	10	12	7	  8.6	73	 7.6		 7.6	 7.1				6	PHILIPPINES		PHILIPPINES:  MINDANAO	   6.800	  126.700	170																								
4515		1970	2	5	22	5	 58.3	11	 7.1		 7.1	 7.0					PHILIPPINES		PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN	  12.600	  122.100	170	       3	1				2		2					       3	1				2		2				
4523		1970	3	28	21	2	 23.4	20	 7.4		 7.4	 7.0				10	TURKEY		TURKEY:  GEDIZ	  39.200	   29.500	140	    1086	4			      1174	4	      55.600	4	8229	4	8229	4	    1086	4			1174	4	      55.600	4	8229	4	5586	4
4526	Tsu	1970	4	7	5	34	  5.6	40	 7.3		 7.3	 6.5				6	PHILIPPINES		PHILIPPINES:  LUZON	  15.780	  121.710	170	      15	1			       200	3		2					      15	1			200	3		2				
4531	Tsu	1970	5	31	20	23	 27.3	43	 7.9	 7.9	 7.8					10	PERU		PERU: NORTHERN, PISCO, CHICLAYO	  -9.200	  -78.800	160	   66794	4			     50000	4	     530.000	4		3		3	   66794	4			50000	4	     530.000	4		3		
4538		1970	6	11	16	46	 38.3	33	 7.6		 7.6	 7.0					AUSTRALIA	TAS	AUSTRALIA:  MACQUARIE ISLAND	 -59.100	  157.800	170																								
4539		1970	6	24	13	9	  8.3	12	 7.5		 7.5	 6.5					CANADA		CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA	  51.800	 -131.000	150																								
6430	Tsu	1970	7	25	22	41	 10.7	34	 7.0		 7.0						JAPAN		SEIKAIDO, JAPAN	  32.200	  131.700	30					        13	1		1									13	1		1				
4544		1970	7	31	17	8	  5.4	651	 7.1		 7.1	 7.5					PERU		PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY	  -1.500	  -72.600	160	       1	1				2		2					       1	1				2		2				
9962		1970	8	11	10	22	 23.8	39	 7.5	 7.5							SOLOMON ISLANDS		SOLOMON ISLANDS	 -14.095	  166.570	170																								
4550	Tsu	1970	10	31	17	53	  7.1	8	 7.3		 7.3	 7.1				8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  MADANG	  -4.907	  145.471	170	      15	1			        20	1	       1.750	2	800	3	800	3	      18	1			20	1	       1.750	2	800	3		
4551		1970	12	10	4	34	 38.8	25	 7.6		 7.6	 6.3				10	PERU		PERU:  N;  ECUADOR:  S	  -4.000	  -80.700	160	      82	2			       350	3	       6.000	3					      82	2			350	3	       6.000	3				
4554		1971	1	10	7	17	  3.7	34	 8.1		 8.1	 7.3				9	INDONESIA		INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI	  -3.100	  139.700	170								2		1		2								2		1		2
4555		1971	2	4	15	33	 28.6	40	 7.1		 7.1	 6.3				6	INDONESIA		INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN	    .600	   98.800	170								2												2				
6433	Tsu	1971	5	2	6	8	 27.3	43	 7.1		 7.1	 6.0				6	USA	AK	ALASKA:  ANDREANOF ISLANDS	  51.400	 -177.200	150																								
4572	Tsu	1971	7	9	3	3	 18.7	58	 7.8	 7.8	 7.5	 6.6				9	CHILE		CHILE:  CENTRAL	 -32.500	  -71.200	160	      83	2			       447	3	     236.400	4		3			      83	2			447	3	     236.400	4		3		
4574	Tsu	1971	7	14	6	11	 29.1	47	 7.9		 7.9					9	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE	  -5.500	  153.900	170	       2	1			         5	1		1					       3	1			5	1		1				
4576	Tsu	1971	7	26	1	23	 21.3	48	 7.9		 7.9	 6.3				6	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL	  -4.900	  153.200	170																				2				
6434	Tsu	1971	8	2	7	24	 56.8	51	 7.3		 7.3	 6.6					JAPAN		JAPAN TRENCH	  41.400	  143.500	30								1												1				
4582	Tsu	1971	9	5	18	35	 25.0	9	 7.1		 7.1	 6.3				9	RUSSIA		RUSSIA:  SAKHALIN, MONERON ISLAND	  46.500	  141.200	50								1												1				
6437	Tsu	1971	9	25	4	36	 14.0	115	 7.0		 7.0	 6.3				7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	  -6.500	  146.600	170								1												1				
4586		1971	10	27	17	58	 36.9	40	 7.1		 7.1	 6.0			 7.1	7	VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA	 -15.500	  167.200	170	       1	1				2		3																
4588	Tsu	1971	12	15	8	29	 55.3	33	 7.8		 7.8	 6.1			 7.8	10	RUSSIA		RUSSIA:  OFF KAMCHATKA, SHEMYA, ATTU	  56.000	  163.300	50																								
4589		1972	1	4	3	16	 54.5	33	 7.6		 7.6	 6.1				5	TAIWAN		TAIWAN	  22.600	  122.100	30																								
4590	Tsu	1972	1	25	2	6	 23.3	33	 7.5		 7.5	 6.3				6	TAIWAN		TAIWAN	  22.500	  122.300	30	       1	1						1	5	1			       1	1						1	5	1		
4591		1972	1	25	3	41	 23.7	33	 7.7		 7.7	 5.9					TAIWAN		TAIWAN	  23.000	  122.200	30								1												1				
4595	Tsu	1972	2	29	9	22	 59.8	56	 7.2		 7.2	 6.3				10	JAPAN		JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO	  33.300	  140.800	30								2																
4604		1972	4	25	19	30	  9.3	50	 7.2	 7.2	 7.2	 6.2				6	PHILIPPINES		PHILIPPINES:  MINDORO, LUZON, MANILA	  13.400	  120.300	170								2												2				
4605		1972	6	11	16	41	   .9	325	 7.8	 7.8	 7.5	 5.8					INDONESIA		INDONESIA:  CELEBES SEA	   3.900	  124.300	170																								
4609	Tsu	1972	7	30	21	45	 14.1	25	 7.6		 7.6	 6.5			 7.6	7	USA	AK	ALASKA:  SITKA, JUNEAU	  56.820	 -135.680	150								1												1				
6441	Tsu	1972	8	17	23	44	  5.9	10	 7.1		 7.1	 6.4				5	SOLOMON SEA		W. SOLOMON SEA	  -6.000	  152.900	170																								
4615		1972	11	2	19	55	 22.1	32	 7.0		 7.0	 6.3			 7.5	5	NEW CALEDONIA		NEW CALEDONIA:  LOYALTY ISLANDS:  TANNA, ANATOM	 -20.000	  168.800	170																								
4616	Tsu	1972	12	2	0	19	 47.2	73	 7.4		 7.4	 6.3			 7.8	6	PHILIPPINES		PHILIPPINES:  MINDANAO, DAVAO	   6.500	  126.600	170								1												1				
4617	Tsu	1972	12	4	10	16	 12.0	66	 7.4		 7.4	 6.6				10	JAPAN		JAPAN:  S OF HONSHU, HACHIJOJIMA	  33.300	  140.700	30								1												2				
4622	Tsu	1973	1	30	21	1	 12.5	43	 7.5		 7.5	 6.2					MEXICO		MEXICO:  S, FARIAS, TECOMAN	  18.480	 -103.000	150	      56	2			       390	3		2		2			      56	2			390	3		2		2		
4624		1973	2	6	10	37	 10.1	33	 7.6		 7.6	 6.1				10	CHINA		CHINA:  SICHUAN PROVINCE	  31.400	  100.580	30								2	168	3										2	168	3		
4629	Tsu	1973	2	28	6	37	 49.5	27	 7.2		 7.2	 6.3				8	RUSSIA		RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA	  50.500	  156.600	50								2												2				
4632	Tsu	1973	3	17	8	30	 51.8	33	 7.5		 7.5	 5.6				9	PHILIPPINES		PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN	  13.400	  122.800	170	      15	1			        64	2	        .450	1					      15	1			64	2	        .450	1				
4638	Tsu	1973	6	17	3	55	  2.9	48	 7.7		 7.7	 6.5			 7.7	8	JAPAN		JAPAN:  HOKKAIDO ISLAND	  43.200	  145.800	30					        27	1	       5.000	2	2	1			      27	1					       5.000	2	2	1		
4639	Tsu	1973	6	24	2	43	 25.5	50	 7.1		 7.1	 6.3				8	RUSSIA		RUSSIA:  KURIL ISLANDS	  43.300	  146.400	50					         1	1		1									1	1		1				
4640		1973	7	14	4	51	 21.0	33	 7.5		 7.5	 6.0					CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  35.180	   86.480	40																								
4645		1973	10	6	15	7	 37.3	33	 7.5		 7.5	 6.2			 7.5		ANTARCTICA		ANTARCTICA	 -60.820	  -21.550	20																								
4651		1973	12	28	13	41	 45.8	26	 7.5		 7.5	 6.4			 7.8	7	VANUATU		VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE	 -14.460	  166.600	170								2																
4652		1973	12	29	0	19	 31.1	47	 7.2		 7.2				 7.2	8	VANUATU		VANUATU ISLANDS:  LUGANVILLE, LAMAP	 -15.120	  166.900	170								2																
6443	Tsu	1974	1	31	23	30	  5.3	34	 7.0		 7.0	 6.0					SOLOMON ISLANDS		SOLOMON ISLANDS	  -7.500	  155.900	170																								
6598	Tsu	1974	2	1	3	12	 33.1	40	 7.1		 7.1	 6.2				6	SOLOMON ISLANDS		SOLOMON ISLANDS	  -7.400	  155.600	170																				2				
4658		1974	5	10	19	25	 15.0	11	 7.1		 7.1	 6.2					CHINA		CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG	  28.240	  104.010	30	   20000	4						3		3			   20000	4						3		3		
4663		1974	7	13	1	18	 22.8	12	 7.3		 7.3	 6.4			 7.3		COLOMBIA		COLOMBIA: BOGOTA, CALI, PEREIRA	   7.750	  -77.690	160	      11	1						1																
6444	Tsu	1974	8	18	10	44	 12.8	36	 7.1		 7.1	 5.9				6	CHILE		CHILE:  LA UNION, VALDIVIA	 -38.500	  -73.400	160								1												1				
4666	Tsu	1974	10	3	14	21	 29.1	13	 8.1	 8.1	 7.6	 6.6				9	PERU		PERU:  LIMA, CALLAO	 -12.270	  -77.790	160	      78	2			      2414	4	      10.000	3		3			      78	2			2414	4	      10.000	3		3		
4669		1974	10	8	9	50	 58.1	47	 7.5		 7.5	 6.6			 7.5	8	ANTIGUA AND BARBUDA		ANTIGUA AND BARBUDA; ST KITTS	  17.300	  -62.000	90					         4	1		2									4	1		2				
4680		1975	2	2	8	43	 39.1	10	 7.6		 7.6	 6.1				9	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS	  53.110	  173.500	150								2																
4681		1975	2	4	11	36	  7.5	33	 7.4		 7.4	 6.4				10	CHINA		CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN	  40.640	  122.580	30	     300	3						4		4			     300	3						4		4		
4690		1975	5	10	14	27	 38.7	6	 7.7		 7.7	 6.5			 7.8		CHILE		CHILE:  CENTRAL	 -38.180	  -73.230	160								2																
4691	Tsu	1975	5	26	9	11	 51.5	33	 7.7	 7.7	 7.9	 6.7				6	ATLANTIC OCEAN		ATLANTIC OCEAN:  MADERIA ISLANDS	  35.997	  -17.649	70								1												1				
6449	Tsu	1975	6	10	13	47	 14.5	15	 7.0		 7.0	 5.8					RUSSIA		RUSSIA:  KURIL-JAPAN:  HOKKAIDO	  43.024	  147.734	50																								
4694	Tsu	1975	7	20	14	37	 39.9	49	 7.9		 7.9	 6.6				8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE	  -6.590	  155.054	170								3		2										3		2		
4695		1975	7	20	19	54	 27.7	44	 7.7		 7.7	 6.1				7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU	  -7.104	  155.152	170																								
4702		1975	10	11	14	35	 15.0	9	 7.8		 7.8	 7.0					TONGA		TONGA ISLANDS:  S OF TONGA	 -24.894	 -175.119	170																								
4703	Tsu	1975	10	31	8	28	  2.6	50	 7.6		 7.6	 6.4				6	PHILIPPINES		PHILIPPINES	  12.540	  125.993	170	       1	1											       1	1						1	30	1		
4704	Tsu	1975	11	29	14	47	 40.9	2	 7.7	 7.7	 7.2	 6.0				9	USA	HI	HAWAII	  19.451	 -155.033	150							       4.000	2					       2	1					       4.000	2		3		
4705	Tsu	1975	12	26	15	56	 38.7	33	 7.8		 7.8	 6.4			 7.8	5	SAMOA		SAMOA ISLANDS	 -16.265	 -172.467	170																								
4708		1976	1	14	15	56	 34.9	69	 7.8		 7.8	 6.3			 7.8	8	KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -29.208	 -177.886	170																								
4709	Tsu	1976	1	14	16	47	 33.5	33	 8.0		 8.0	 6.5			 8.2		KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -28.427	 -177.657	170								1																
6450	Tsu	1976	1	21	10	5	 24.1	41	 7.0		 7.0	 6.3				5	RUSSIA		RUSSIA:  KURIL ISLANDS	  44.915	  149.123	50																								
4711	Tsu	1976	2	4	9	1	 43.4	5	 7.5		 7.5	 6.2				9	GUATEMALA		GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY	  15.324	  -89.101	90	   23000	4			     76000	4	    2147.000	4					   23000	4			76000	4	    2147.000	4				
4717		1976	4	8	2	40	 27.0	33	 7.0		 7.0	 6.5			 7.3	7	UZBEKISTAN		UZBEKISTAN:  GAZLI	  40.310	   63.770	40								3																
4724		1976	5	17	2	58	 40.6	10	 7.0		 7.0	 6.3			 7.3	10	UZBEKISTAN		UZBEKISTAN:  GAZLI, BUKHARA	  40.380	   63.470	40							      85.000	4																
4725		1976	5	29	12	23	 18.7	8	 7.3		 7.3	 6.1				9	CHINA		CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI	  24.570	   98.953	30		2						3						2						3				
4726		1976	5	29	14	0	 18.5	10	 7.4		 7.4	 6.0				9	CHINA		CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI	  24.531	   98.710	30		2						3						2						3				
4729		1976	6	25	19	18	 56.9	33	 7.1		 7.1	 6.1					INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -4.603	  140.091	170	    6000	4						3					    6000	4						3				
4735		1976	7	27	19	42	 54.6	23	 7.5	 7.5	 7.9	 6.3				11	CHINA		CHINA:  NE:  TANGSHAN	  39.570	  117.980	30	  242769	4			    799000	4	    5600.000	4					  242769	4			799000	4	    5600.000	4				
4737		1976	7	28	10	45	 35.2	26	 7.4		 7.4	 6.3				9	CHINA		CHINA:  NE:  TANGSHAN	  39.664	  118.401	30		2						2		3				2						2		3		
4739	Tsu	1976	8	16	16	11	  7.3	33	 8.0	 8.0	 7.9	 6.4				6	PHILIPPINES		PHILIPPINES:  MINDANAO:  S	   6.292	  124.090	170	    1200	4			      3500	4	     134.000	4					    8000	4			10000	4	     134.000	4				
4746		1976	10	29	2	51	  7.6	33	 7.1		 7.1	 6.1				8	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA	  -4.517	  139.918	170	     133	3						1				1	     133	3						1				1
4752		1976	11	24	12	22	 18.8	36	 7.3		 7.3	 6.1			 7.3	10	TURKEY		TURKEY:  MURADIYE	  39.120	   44.030	140	    5000	4					      60.000	4																
4755		1976	11	30	0	40	 57.8	82	 7.3			 7.3			 7.3	8	CHILE		CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA	 -20.520	  -68.920	160	       1	1			        13	1		2																
4760		1977	3	4	19	21	 55.6	89	 7.5	 7.5		 7.2					ROMANIA		ROMANIA:  BUCHAREST	  45.777	   26.703	110	    1641	4			     10500	4	    2000.000	4					    1641	4			10500	4	    2000.000	4				
4764		1977	3	18	21	43	 52.4	37	 7.3	 7.3	 7.0	 6.2				7	PHILIPPINES		PHILIPPINES:  LUZON:  MANILA	  16.770	  122.330	170	       1	1			         9	1	        .100	1	14	1	22	1	       1	1			9	1	        .100	1	14	1	22	1
4769	Tsu	1977	4	2	7	15	 22.7	33	 7.6		 7.6	 6.8				6	SAMOA		SAMOA ISLANDS:  APIA	 -16.696	 -172.095	170								1												1				
6797	Tsu	1977	4	20	23	42	 50.5	19	 7.6		 7.6	 6.3				7	SOLOMON ISLANDS		SOLOMON ISLANDS	  -9.890	  160.348	170								1												1				
4773		1977	4	20	23	49	 13.1	33	 7.5		 7.5	 6.8					SOLOMON ISLANDS		SOLOMON ISLANDS	  -9.844	  160.822	170						1		1										1		1				
4774	Tsu	1977	4	21	4	24	  9.6	33	 8.1		 8.1	 6.6				7	SOLOMON ISLANDS		SOLOMON ISLANDS	  -9.965	  160.731	170	      18	1			         1	1		3					      18	1			1	1		3				
4777	Tsu	1977	6	22	12	8	 33.4	65	 7.2		 7.2	 7.2			 7.2	4	TONGA		TONGA TRENCH	 -22.878	 -175.900	170	       1	1			         5	1	       1.200	2																
4779	Tsu	1977	8	19	6	8	 55.2	33	 8.0		 8.0	 7.0					INDONESIA		INDONESIA:  SUNDA ISLANDS	 -11.085	  118.464	170								1					     189	3			75	2	       1.200	2				
6453	Tsu	1977	10	10	11	53	 53.6	33	 7.2		 7.2	 6.6					TONGA		TONGA TRENCH	 -25.856	 -175.406	170																								
